freq,unit,hhtyp,geo\TIME_PERIOD	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,PC_HH,HH_DEG2,NL	: 	: 	64.99 	77.91 	78.88 	86.66 	87.94 	91.06 	90.41 	93.12 	93.63 	94.69 	95.77 	94.63 	97.28 b	98.09 	98.40 	97.81 	97.92 	98.54 	97.82 	98.79 	99.11 
A,PC_HH,HH_DEG2,NO	: 	: 	60.56 	67.25 	74.81 	79.51 	81.84 	91.48 	94.55 	92.96 	: 	92.46 	93.72 	95.66 	96.71 	97.31 	96.41 	99.26 	96.94 	98.71 	99.71 	98.87 	97.91 
A,PC_HH,HH_DEG2,PL	: 	: 	: 	31.49 	36.45 	35.58 	44.47 	58.32 	61.88 	68.00 	70.12 	71.02 	73.78 	74.11 	79.64 	81.47 	82.66 	86.32 	90.36 	91.07 	92.56 	92.54 	95.55 
A,PC_HH,HH_DEG2,PT	: 	: 	23.63 	30.13 	32.57 	36.71 	43.20 	45.58 	52.70 	56.83 	60.96 	62.57 	65.35 	71.89 	74.78 	77.37 	79.60 	79.50 	84.05 	86.84 	87.30 	89.49 	89.52 
A,PC_HH,HH_DEG2,RO	: 	: 	: 	: 	: u	: u	27.83 	59.97 	60.68 	63.15 	56.81 	62.50 	62.98 b	71.91 	74.19 	77.23 	81.75 	83.48 	87.71 	90.26 	89.64 	91.84 	94.60 
A,PC_HH,HH_DEG2,SE	: 	: 	: 	83.26 	83.64 	82.89 	87.89 	87.53 	89.37 	93.88 	91.59 	92.44 	90.27 	90.49 	94.33 b	94.87 	93.52 	96.13 	94.18 	92.50 	93.23 	94.52 	95.54 
A,PC_HH,HH_DEG2,SI	: 	: 	53.87 	50.18 	51.87 	61.34 	60.10 	67.04 	74.89 	73.65 	77.43 	74.15 	75.42 	77.41 	78.36 	82.99 	88.05 	94.07 	90.99 	92.99 	93.09 	94.73 	94.40 
A,PC_HH,HH_DEG2,SK	: 	: 	23.21 	: 	: 	: 	: 	: u	: 	: 	75.99 	78.72 	80.93 	82.22 	81.59 	84.23 	84.57 	82.98 	86.75 	90.70 	91.87 	91.39 	90.72 
A,PC_HH,HH_DEG2,UK	: 	: 	64.70 	64.24 	69.58 	68.64 	73.93 	76.08 	83.78 	83.51 	87.75 	87.82 	92.54 	92.10 	94.14 	93.18 	95.17 	96.99 	96.64 	: 	: 	: 	: 
A,PC_HH,HH_DEG2,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	94.73 	94.59 	96.48 	: 	: 	: 	: 
A,PC_HH,HH_DEG3,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98.46 	96.67 	: 
A,PC_HH,HH_DEG3,AT	: 	: 	43.59 	43.85 	49.01 	55.72 	65.99 	66.47 	72.25 	74.76 	76.75 	79.50 	79.79 	79.93 	82.65 	87.98 	88.50 	88.07 	90.09 	93.43 	91.95 	93.66 	94.00 
A,PC_HH,HH_DEG3,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	79.80 	82.71 
A,PC_HH,HH_DEG3,BE	: 	: 	: 	40.98 	44.35 	50.28 	58.34 	59.91 	64.41 	73.70 	77.85 	81.89 	83.15 	81.97 	85.59 	85.25 	85.54 	89.89 	90.53 	90.16 	92.80 	92.95 	90.57 
A,PC_HH,HH_DEG3,BG	: 	: 	3.89 	: 	: 	8.69 	14.84 	18.11 	20.70 	31.38 	44.69 	33.77 	38.52 	40.10 	48.02 	52.05 	60.28 	62.22 	65.13 	72.32 	81.89 	80.43 	85.61 
A,PC_HH,HH_DEG3,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	87.51 	: 	: 	90.82 b	: 	95.37 	: 	96.83 	: 	99.33 	: 
A,PC_HH,HH_DEG3,CY	: 	: 	45.27 	16.25 	27.11 	27.47 	33.07 	44.10 	43.40 	48.61 	: 	56.93 	63.75 	63.17 	70.00 	69.17 	76.94 	81.98 	87.55 	90.93 	92.64 	89.57 	91.48 
A,PC_HH,HH_DEG3,CZ	: 	: 	15.17 	17.02 	25.15 	29.82 	40.79 	49.57 	57.82 	64.43 	69.63 	69.08 	73.73 	76.97 	77.87 	80.62 	84.50 	84.08 	86.25 	85.62 	89.27 	91.34 	92.58 
A,PC_HH,HH_DEG3,DE	: 	: 	58.84 	62.25 	66.44 	68.53 	71.71 	75.24 	80.00 	79.15 	: 	87.06 	88.31 	89.36 	91.23 	92.09 	93.11 	95.03 	96.04 	91.23 b	91.86 	90.15 	92.16 
A,PC_HH,HH_DEG3,DK	: 	: 	64.64 	69.98 	72.81 	73.18 	77.09 	79.41 	82.88 	88.37 	89.01 	91.56 	91.39 	91.30 	94.19 	95.74 	90.80 	95.14 	92.92 	94.73 	93.76 	94.33 	97.02 
A,PC_HH,HH_DEG3,EA	: 	: 	35.66 	42.51 	43.53 	49.15 	54.59 	59.21 	62.94 	67.07 	69.09 	76.06 	77.34 	78.75 	81.56 	83.22 	85.69 	88.07 	89.88 e	90.32 b	90.46 	90.48 	92.06 
A,PC_HH,HH_DEG3,EE	: 	: 	26.36 	29.26 	38.71 	46.52 	52.49 	54.17 	62.84 	64.46 	68.51 	73.89 	80.36 b	85.06 	83.36 	86.07 	89.21 	89.68 	89.37 	90.00 	89.95 	92.25 	93.45 
A,PC_HH,HH_DEG3,EL	: 	: 	11.83 	16.31 	18.32 	20.44 	20.79 	26.50 	34.99 	37.60 	: 	: 	53.77 	52.65 	53.09 	56.78 	62.57 	64.91 	69.11 	75.56 	75.53 	78.48 	78.11 
A,PC_HH,HH_DEG3,ES	: 	: 	22.21 	23.19 	25.01 	30.56 	36.54 	40.09 	44.79 	53.16 	57.71 	60.62 	66.24 	70.65 	76.18 	77.77 	76.92 	85.49 	91.19 	93.55 	93.14 	93.83 	94.25 
A,PC_HH,HH_DEG3,EU15	: 	: 	38.04 	48.57 	47.83 	53.68 	58.86 	63.96 	66.94 	70.70 	72.67 	78.42 	79.24 	80.85 	83.89 	85.50 	87.94 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_DEG3,EU25	: 	: 	31.83 	39.75 	42.83 	48.63 	54.89 	60.86 	64.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_DEG3,EU27_2007	: 	: 	30.88 	39.75 	40.35 	44.75 	50.71 	56.54 	60.16 	64.34 	67.25 	73.08 	74.80 	77.11 	80.54 	82.48 	85.30 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_DEG3,EU27_2020	: 	: 	: 	: 	: 	42.77 	48.72 	54.42 	58.51 	62.88 	65.28 	71.59 	73.55 	76.13 	79.35 	81.26 	83.87 	86.40 	88.32 e	89.48 b	89.95 	90.52 	92.40 
A,PC_HH,HH_DEG3,EU28	: 	: 	: 	: 	: 	44.55 	50.49 	56.37 	60.05 	64.23 	67.16 	72.93 	74.66 	77.05 	80.47 	82.37 	85.19 	86.74 	: 	: 	: 	: 	: 
A,PC_HH,HH_DEG3,FI	: 	: 	44.64 	50.83 	60.08 	63.39 	68.73 	73.64 	77.99 	81.73 	85.41 	85.54 	86.12 	85.63 	87.73 	90.85 	93.06 	93.06 	94.10 	95.41 	97.07 	95.63 	96.36 
A,PC_HH,HH_DEG3,FR	: 	: 	26.22 	: 	33.17 	46.62 	58.38 	66.97 	61.26 	69.00 	78.36 	79.70 	81.34 	81.63 	84.84 	85.49 	87.81 	90.09 	: 	91.59 	91.40 	91.84 	93.85 
A,PC_HH,HH_DEG3,HR	: 	: 	: 	: 	: 	31.02 	33.78 	39.55 	52.12 	55.89 	61.79 	60.34 	61.81 	70.94 	74.51 	72.30 	76.11 	74.64 	80.02 	81.64 	80.40 	86.56 	85.92 
A,PC_HH,HH_DEG3,HU	: 	: 	6.65 	14.40 	23.61 	29.97 	40.54 	46.44 	51.61 	54.33 	57.65 	60.57 	64.17 	66.26 	69.92 	74.39 	77.52 	80.95 	81.77 	85.51 	86.82 	89.10 	91.88 
A,PC_HH,HH_DEG3,IE	: 	: 	: 	47.25 	47.01 	53.66 	58.60 	62.93 	66.73 	73.71 	: 	79.19 	77.86 	81.10 	83.37 	84.38 	83.78 	87.17 	89.74 	96.62 b	: u	94.27 	91.03 
A,PC_HH,HH_DEG3,IS	: 	: 	77.47 	81.73 	78.30 	82.33 	87.11 	88.49 	90.36 	90.60 	92.84 	95.56 	92.28 	: 	: 	97.17 	100.00 	97.82 	98.66 	99.87 	: 	: 	: 
A,PC_HH,HH_DEG3,IT	: 	: 	26.97 	34.47 	36.23 	39.12 	41.92 	47.65 	52.66 	55.92 	57.93 	65.19 	69.29 	72.49 	74.21 	76.83 	82.89 	82.06 	85.51 	87.31 	88.08 	87.83 	92.05 
A,PC_HH,HH_DEG3,LT	: 	: 	5.79 	8.97 	24.99 	33.72 	43.78 	53.64 	52.29 	50.85 	49.92 	53.99 	57.67 	61.44 	64.95 	67.09 	72.19 	77.43 	77.79 	82.92 	83.28 	85.03 	86.37 
A,PC_HH,HH_DEG3,LU	: 	: 	71.57 	64.48 	74.13 	80.74 	81.58 	87.77 	91.00 	93.46 	: 	95.86 	95.71 	97.63 	98.58 	98.43 	92.86 b	95.26 	96.07 	98.95 	97.62 	98.30 	98.82 
A,PC_HH,HH_DEG3,LV	: 	: 	10.35 	23.13 	35.75 	44.45 	47.22 	52.33 	54.71 	59.53 	62.23 	65.52 	67.85 	69.59 	73.58 b	72.60 	76.16 	80.69 	87.37 	89.38 	89.05 	91.87 	92.31 
A,PC_HH,HH_DEG3,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	76.05 	78.79 	76.81 	81.82 	: 	: 	86.51 
A,PC_HH,HH_DEG3,MT	: 	: 	: 	32.32 	53.03 	45.25 	56.78 	52.36 	78.56 	75.51 	69.74 	72.71 	75.92 	74.19 	73.42 u	72.18 u	94.01 u	63.59 u	83.57 u	96.03 u	95.78 	96.61 u	96.72 
A,PC_HH,HH_DEG3,NL	: 	: 	66.00 	75.21 	78.25 	80.86 	83.99 	87.09 	89.88 	93.44 	95.09 	96.47 	96.20 	96.66 	95.82 b	97.45 	97.53 	98.90 	96.23 	98.50 	98.32 	98.32 	98.57 
A,PC_HH,HH_DEG3,NO	: 	: 	59.86 	61.21 	63.96 	74.23 	82.16 	80.05 	86.13 	92.73 	: 	91.61 	90.51 	96.49 	96.14 	95.21 	94.66 	97.05 	91.68 	99.22 	98.31 	99.05 	98.58 
A,PC_HH,HH_DEG3,PL	: 	: 	15.11 	18.79 	25.14 	34.21 	40.65 	52.19 	58.83 	61.56 	65.14 	67.42 	71.07 	72.76 	79.05 	79.00 	81.60 	83.49 	88.88 	91.93 	92.85 	92.89 	95.32 
A,PC_HH,HH_DEG3,PT	: 	: 	18.14 	23.47 	29.04 	31.75 	33.67 	35.16 	41.05 	44.10 	46.19 	48.89 	51.42 	56.01 	60.47 	63.22 	65.41 	70.27 	74.19 	77.82 	79.16 	79.94 	83.76 
A,PC_HH,HH_DEG3,RO	: 	: 	: 	: 	1.62 	3.40 	14.71 	22.20 	26.10 	32.03 	30.26 	36.53 	41.08 b	54.42 	60.97 	65.13 	71.51 	76.53 	78.93 	83.21 	83.49 	88.12 	91.17 
A,PC_HH,HH_DEG3,SE	: 	: 	: 	72.11 	73.03 	75.37 	81.16 	84.55 	86.19 	87.99 	88.26 	90.69 	84.04 	89.56 	88.89 b	92.37 	91.29 	97.19 	90.29 	93.73 	92.55 	91.72 	95.29 
A,PC_HH,HH_DEG3,SI	: 	: 	43.00 	44.56 	51.07 	52.78 	56.22 	59.83 	63.15 	70.73 	69.04 	73.62 	75.80 	76.58 	76.33 	78.65 	85.62 	82.69 	87.56 	91.84 	91.80 	92.05 	93.46 
A,PC_HH,HH_DEG3,SK	: 	: 	21.02 	19.35 	23.37 	43.11 	54.40 	59.29 	64.60 	69.03 	70.20 	73.89 	73.50 	75.17 	76.72 	76.69 	72.85 	77.88 	85.95 	87.29 	86.93 	87.56 	89.04 
A,PC_HH,HH_DEG3,UK	: 	: 	54.06 	67.18 	66.36 	70.83 	70.01 	79.99 	79.85 	84.14 	89.02 	90.37 	90.62 	91.30 	95.38 	94.08 	94.39 	93.71 	93.70 	: 	: 	: 	: 
A,PC_HH,HH_DEG3,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89.05 	79.01 	92.38 	: 	: 	: 	: 
A,PC_HH,HH_NO1,AT	: 	37.51 	44.82 	46.90 	52.31 	: u	68.97 	69.79 	72.92 	75.60 	79.42 	80.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,BE	: 	: 	: 	51.85 	55.87 	61.74 	65.37 	68.71 	74.00 	76.83 	79.16 	81.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,CY	: 	: 	52.77 	31.71 	36.67 	38.90 	42.92 	52.76 	53.71 	57.35 	61.82 	64.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,CZ	: 	: 	34.74 	25.02 	40.53 	50.79 	61.87 	66.70 	68.53 	70.45 	80.67 	80.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,DE	47.57 	55.92 	62.02 	62.63 	68.64 	71.79 	76.68 	81.18 	83.71 	84.60 	86.55 	88.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,DK	55.64 	64.19 	69.36 	74.92 	78.73 	78.05 	81.88 	82.53 	86.10 	90.08 	92.00 	92.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,EA	: 	: 	53.56 	56.28 	59.99 	60.83 	65.79 	70.66 	74.45 	76.86 	79.38 	82.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,EL	: 	: 	: 	: 	: 	23.67 	21.69 	29.52 	33.97 	41.58 	44.09 	44.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,ES	: 	34.20 	42.15 	43.65 	45.75 	47.89 	54.27 	56.75 	60.95 	65.63 	68.72 	71.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,EU15	: 	: 	54.76 	58.33 	61.85 	62.69 	67.66 	72.48 	76.07 	78.61 	81.37 	83.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,EU25	: 	: 	54.63 	58.06 	61.59 	62.47 	67.47 	72.33 	75.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,EU27_2007	: 	: 	54.63 	58.06 	61.59 	62.47 	67.47 	72.33 	75.92 	78.47 	81.28 	83.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,EU27_2020	: 	: 	: 	: 	: 	61.61 	66.68 	71.39 	75.13 	77.58 	80.09 	82.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,EU28	: 	: 	: 	: 	: 	62.47 	67.47 	72.33 	75.92 	78.47 	81.28 	83.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,FI	46.44 	49.72 	53.55 	55.76 	66.82 	68.78 	72.38 	77.78 	80.54 	84.16 	86.80 	89.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,FR	: 	: 	: 	: 	: 	55.05 	62.32 	69.34 	74.08 	76.30 	80.50 	82.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,HU	: 	: 	: 	: 	: 	48.87 	54.90 	62.89 	68.55 	73.02 	76.06 	78.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,IE	: 	: 	: 	: 	53.09 	57.27 	63.05 	66.67 	71.69 	78.12 	81.09 	82.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,IT	: 	: 	36.52 	41.91 	43.21 	46.78 	50.16 	56.05 	61.62 	64.44 	65.56 	71.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,LU	39.89 	45.39 	58.64 	: 	70.18 	74.55 	80.09 	87.20 	90.28 	90.62 	93.08 	94.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,NL	58.00 	: 	64.98 	78.16 	80.08 	82.89 	86.08 	89.70 	90.89 	93.64 	93.55 	94.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,PT	: 	: 	: 	: 	40.68 	46.01 	53.46 	54.99 	61.53 	67.02 	71.10 	71.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,RO	: 	: 	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,SE	: 	: 	: 	73.13 	78.74 	78.55 	84.44 	85.98 	88.30 	90.64 	91.69 	92.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,SK	: 	: 	: 	: 	33.54 	54.10 	62.46 	66.48 	74.67 	74.21 	83.97 	83.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_NO1,UK	: 	: 	56.82 	60.60 	63.31 	66.69 	71.29 	76.80 	79.61 	82.86 	86.99 	88.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,AT	: 	32.87 	39.28 	40.01 	51.74 	: u	67.20 	68.56 	71.97 	70.46 	74.91 	79.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,BE	: 	: 	: 	37.91 	40.56 	48.97 	51.23 	58.34 	63.66 	74.18 	67.25 	72.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,BG	: 	: 	: 	: 	: 	18.96 	25.29 	29.60 	33.11 	45.00 	50.92 	53.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,CZ	: 	: 	17.23 	18.16 	27.59 	32.79 	43.40 	52.30 	59.29 	66.02 	71.26 	71.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,DE	39.95 	46.14 	51.13 	57.38 	59.53 	63.24 	66.95 	69.67 	77.03 	77.30 	80.77 	83.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,EA	: 	: 	32.65 	36.68 	37.83 	40.59 	47.08 	52.58 	58.88 	61.99 	65.11 	68.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,EE	: 	: 	30.76 	36.79 	45.18 	52.20 	57.35 	61.85 	66.89 	69.39 	73.82 	79.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,EL	12.15 	16.30 	16.54 	21.73 	23.12 	25.52 	31.63 	38.69 	47.36 	50.79 	54.27 	57.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,ES	: 	22.66 	27.32 	29.48 	32.32 	35.37 	41.78 	45.83 	52.07 	57.28 	62.66 	65.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,EU15	: 	: 	33.79 	38.41 	39.81 	41.02 	47.51 	52.56 	58.81 	61.67 	64.77 	68.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,EU25	: 	: 	28.85 	33.42 	37.42 	40.80 	47.85 	54.80 	60.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,EU27_2007	: 	: 	28.85 	33.42 	34.90 	37.50 	44.66 	51.68 	56.97 	60.97 	64.79 	67.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,EU27_2020	: 	: 	: 	: 	: 	37.08 	44.26 	51.26 	56.63 	60.63 	64.46 	67.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,EU28	: 	: 	: 	: 	: 	37.50 	44.66 	51.68 	56.97 	60.97 	64.79 	67.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,FI	34.94 	37.37 	40.32 	46.90 	56.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,FR	: 	: 	: 	: 	: 	: 	: 	51.17 	55.06 	61.59 	61.20 	68.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	64.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,HU	: 	: 	14.18 	22.12 	31.65 	33.05 	43.08 	49.34 	53.95 	58.87 	62.66 	65.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,IE	: 	35.57 	39.73 	47.18 	41.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,IT	: 	: 	28.65 	31.05 	32.74 	35.57 	38.01 	46.38 	51.73 	53.66 	55.61 	60.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,LT	: 	: 	11.60 	15.78 	34.51 	44.36 	50.94 	60.00 	60.58 	60.14 	60.12 	64.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,LV	: 	: 	14.65 	30.52 	42.20 	50.53 	52.81 	58.02 	59.77 	63.64 	68.68 	71.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,MT	: 	: 	: 	40.57 	52.78 	53.92 	59.00 	64.45 	70.45 	75.29 	76.70 	78.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,NL	: 	: 	65.06 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,PL	: 	: 	26.02 	30.44 	35.94 	40.98 	47.60 	58.59 	63.44 	66.64 	70.49 	71.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,PT	15.12 	21.69 	26.17 	31.46 	32.96 	36.79 	42.74 	44.69 	50.22 	53.94 	56.51 	57.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,RO	: 	: 	: 	: 	14.25 	22.25 	29.60 	37.95 	42.18 	47.44 	53.77 	58.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,SE	: 	: 	: 	68.39 	67.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,SI	: 	: 	46.86 	48.21 	54.36 	57.61 	58.89 	63.94 	68.13 	72.60 	73.94 	75.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,SK	: 	: 	: 	22.97 	25.56 	44.94 	57.73 	61.61 	66.43 	70.28 	74.24 	77.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,HH_O1,UK	: 	: 	48.22 	56.83 	57.21 	67.41 	67.75 	74.38 	79.52 	79.45 	82.83 	84.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,TOTAL,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	83.64 	85.45 	87.15 	90.87 	98.44 	97.72 	: 
A,PC_HH,TOTAL,AT	33.47 	37.37 	44.65 	46.69 	52.30 	59.62 	68.92 	69.75 	72.89 	75.44 	79.28 	80.86 	80.99 	82.42 	85.09 	88.79 	88.78 	89.91 	90.40 	95.00 	93.15 	94.98 	94.96 
A,PC_HH,TOTAL,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	69.19 	72.03 	72.84 	75.49 	: 	81.55 	84.19 
A,PC_HH,TOTAL,BE	: 	: 	: 	50.16 	53.96 	60.16 	63.63 	67.44 	72.74 	76.51 	77.71 	80.05 	82.80 	81.83 	84.79 	85.97 	87.27 	89.73 	90.86 	91.97 	94.44 	94.48 	91.38 
A,PC_HH,TOTAL,BG	: 	: 	9.65 	: 	17.01 	18.96 	25.29 	29.60 	33.11 	45.00 	50.92 	53.71 	56.65 	59.14 	63.54 	67.33 	72.13 	75.07 	78.85 	83.53 	87.31 	88.50 	92.12 
A,PC_HH,TOTAL,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	90.63 	: 	: 	93.06 b	: 	95.51 	: 	98.67 	: 	99.66 	: 
A,PC_HH,TOTAL,CY	24.00 	29.00 	52.77 	31.71 	36.67 	38.90 	42.92 	52.76 	53.71 	57.35 	61.82 	64.71 	68.64 	71.21 	74.35 	79.41 	86.17 	89.61 	92.78 	93.41 	94.00 	92.30 	94.92 
A,PC_HH,TOTAL,CZ	: 	14.79 	19.37 	19.05 	29.25 	35.12 	45.86 	54.18 	60.52 	66.63 	72.55 	72.62 	77.99 	78.98 	81.65 	83.24 	86.36 	87.00 	88.02 	89.31 	91.48 	92.80 	94.56 
A,PC_HH,TOTAL,DE	46.14 	54.08 	60.00 	61.64 	67.11 	70.67 	74.88 	79.07 	82.49 	83.25 	85.50 	87.75 	89.47 	90.29 	92.14 	92.86 	94.39 	94.83 	95.80 	91.88 b	91.41 	91.66 	92.65 
A,PC_HH,TOTAL,DK	55.64 	64.19 	69.36 	74.92 	78.73 	78.05 	81.88 	82.53 	86.10 	90.08 	92.00 	92.71 	93.12 	91.74 	94.34 	97.00 	92.66 	95.43 	95.27 	96.14 	95.16 	96.09 	96.92 
A,PC_HH,TOTAL,EA	35.85 	39.95 	44.19 	49.95 	50.97 	56.91 	61.96 	66.74 	71.05 	73.58 	76.23 	79.08 	81.43 	82.83 	85.37 	86.81 	88.91 	90.48 	91.97 e	92.71 b	92.61 	93.12 	93.83 
A,PC_HH,TOTAL,EE	: 	: 	30.76 	36.79 	45.18 	52.20 	57.35 	61.85 	66.89 	69.39 	73.82 	79.31 	82.90 b	87.73 	86.19 	88.27 	90.47 	90.43 	89.98 	91.82 	92.41 	93.22 	92.89 
A,PC_HH,TOTAL,EL	12.15 	16.30 	16.54 	21.73 	23.12 	25.40 	30.96 	38.06 	46.35 	50.17 	53.58 	56.31 	65.55 	68.09 	69.13 	70.96 	76.49 	78.54 	80.38 	85.07 	85.49 	86.90 	86.89 
